index,algorithm,m,time_mean,time_std
269,QuickSort3Way,312571,0.05098150000048918,0.0
270,QuickSort3Way,351119,0.027302899998176144,0.0
271,QuickSort3Way,394420,0.025357099999382626,0.0
272,QuickSort3Way,443062,0.03661859999920125,0.0
273,QuickSort3Way,497702,0.04943229999844334,0.0
274,QuickSort3Way,559081,0.0409349999990809,0.0
275,QuickSort3Way,628029,0.044826699999248376,0.0
276,QuickSort3Way,705480,0.026627900000676163,0.0
277,QuickSort3Way,792482,0.020191300001897616,0.0
278,QuickSort3Way,890215,0.025983799998357426,0.0
279,QuickSort3Way,1000000,0.02126999999927648,0.0
280,RadixSort,10,0.0019094999988737982,0.0
281,RadixSort,11,-0.0001695000009931391,0.0
282,RadixSort,12,0.007089700000506127,0.0
283,RadixSort,14,0.008818599999358412,0.0
284,RadixSort,15,0.002813199998854543,0.0
285,RadixSort,17,0.0014043000010133255,0.0
286,RadixSort,20,0.0032023000003391644,0.0
287,RadixSort,22,0.004498399997828528,0.0
288,RadixSort,25,0.0023007000017969403,0.0
289,RadixSort,28,0.008883600001354353,0.0
290,RadixSort,31,0.0026947000005748123,0.0
291,RadixSort,35,0.008805599998595426,0.0
292,RadixSort,40,0.0029196000014053425,0.0
293,RadixSort,45,0.009083699998882366,0.0
294,RadixSort,50,0.0031459000001632376,0.0
295,RadixSort,57,-0.0025615000013203826,0.0
296,RadixSort,64,0.0016018999995139893,0.0
297,RadixSort,72,0.008526900001015747,0.0
298,RadixSort,81,0.0073045999979513,0.0
299,RadixSort,91,0.008548600000722217,0.0
300,RadixSort,102,0.005615900001430418,0.0
301,RadixSort,114,0.010823100001289276,0.0
302,RadixSort,129,0.002207399998951587,0.0
303,RadixSort,145,0.006544800000483519,0.0
304,RadixSort,162,0.002659800002220436,0.0
305,RadixSort,183,0.007843600000342121,0.0
306,RadixSort,205,0.0029569999987870688,0.0
307,RadixSort,231,0.010612899999614456,0.0
308,RadixSort,259,0.004322299999330426,0.0
309,RadixSort,291,-0.002468300001055468,0.0
310,RadixSort,327,0.0034008000020548934,0.0
311,RadixSort,367,0.0035464999982650625,0.0
312,RadixSort,413,0.0029369000003498513,0.0
313,RadixSort,464,0.008371099998839782,0.0
314,RadixSort,521,0.011645499998849118,0.0
315,RadixSort,585,0.006693399998766836,0.0
316,RadixSort,657,0.0019993000005342765,0.0
317,RadixSort,739,0.002920599999924889,0.0
318,RadixSort,830,0.006723999998939689,0.0
319,RadixSort,932,0.011680999999953201,0.0
320,RadixSort,1047,0.0088649000008445,0.0
321,RadixSort,1176,0.007647700000234181,0.0
322,RadixSort,1321,0.0026975000018865103,0.0
323,RadixSort,1484,0.00713029999860737,0.0
324,RadixSort,1668,0.006304399999862653,0.0
325,RadixSort,1873,0.00832569999874977,0.0
326,RadixSort,2104,0.004305000000385917,0.0
327,RadixSort,2364,0.013906200001656543,0.0
328,RadixSort,2656,0.010590699999738717,0.0
329,RadixSort,2983,0.007887900001151138,0.0
330,RadixSort,3351,-0.00025740000091900583,0.0
331,RadixSort,3764,0.013249300000097719,0.0
332,RadixSort,4229,0.003919700002370519,0.0
333,RadixSort,4750,0.013795000000754953,0.0
334,RadixSort,5336,-0.0013320999987627147,0.0
335,RadixSort,5994,0.0134232999971573,0.0
336,RadixSort,6734,0.008717099999557831,0.0
337,RadixSort,7564,0.0011247000020375708,0.0
338,RadixSort,8497,0.003443899999183486,0.0
339,RadixSort,9545,0.013613999999506632,0.0
340,RadixSort,10722,0.007433799999489565,0.0
341,RadixSort,12045,0.013838199998644996,0.0
342,RadixSort,13530,0.01373529999909806,0.0
343,RadixSort,15199,-0.0001680999994277954,0.0
344,RadixSort,17073,0.007270699999935459,0.0
345,RadixSort,19179,0.012478200000259676,0.0
346,RadixSort,21544,0.011883499999385094,0.0
347,RadixSort,24201,0.012028700000882964,0.0
348,RadixSort,27185,0.007734099999652244,0.0
349,RadixSort,30538,0.010908200001722435,0.0
350,RadixSort,34304,0.010986299999785842,0.0
351,RadixSort,38535,0.009198599998853751,0.0
352,RadixSort,43287,0.01098439999987022,0.0
353,RadixSort,48626,0.0116254000004119,0.0
354,RadixSort,54622,-0.0002705999995669117,0.0
355,RadixSort,61359,0.016351700000086566,0.0
356,RadixSort,68926,0.008902499999749125,0.0
357,RadixSort,77426,0.015985000000000582,0.0
358,RadixSort,86974,0.0051999999977851985,0.0
359,RadixSort,97700,0.004965299998730188,0.0
360,RadixSort,109749,0.01041830000031041,0.0
361,RadixSort,123284,0.006566199999724631,0.0
362,RadixSort,138488,0.0065610000001470326,0.0
363,RadixSort,155567,0.006318400000964175,0.0
364,RadixSort,174752,0.013721499999519438,0.0
365,RadixSort,196304,0.013934700000390876,0.0
366,RadixSort,220513,0.010561700000835117,0.0
367,RadixSort,247707,0.004924500000925036,0.0
368,RadixSort,278255,0.006116299999121111,0.0
369,RadixSort,312571,0.015674599999329075,0.0
370,RadixSort,351119,0.008871999998518731,0.0
371,RadixSort,394420,0.006402299997716909,0.0
372,RadixSort,443062,0.006255899999814574,0.0
373,RadixSort,497702,0.008336599999893224,0.0
374,RadixSort,559081,0.00796759999866481,0.0
375,RadixSort,628029,0.013441099999909056,0.0
376,RadixSort,705480,0.0019560000000637956,0.0
377,RadixSort,792482,0.006240500002604676,0.0
378,RadixSort,890215,0.011266899999100133,0.0
379,RadixSort,1000000,0.006768900000679423,0.0
